BNC Code,Course Name,Semester,Room,Description,Credit,Prerequisite
HIS311.5,U.S. History Survey,Spring,,"This course is a survey of the history of the United States. You will cover topics including but not limited to contact and colonization, the causes and effects of the American Revolution, events leading up to the Civil War and its aftermath, the Industrial Revolution and the coming of age of the United States, the world wars, the Depression and the New Deal, the Cold War, and the Civil Rights Movement. You will be introduced to historical inquiry and creative investigation into the origins and character of American civilization. Writing and research assignments, including successful completion of a required research paper with a passing grade, emphasize the use of supporting evidence in clear, coherent essays in order to critically assess a variety of issues in United States history. Fulfills U.S. history requirement.",One credit.,"Prerequisite: None. Open to all juniors and select seniors and PGs. Students who take HIS 312, HIS 311LM, or HIS 522 are not eligible for this course."
HIS311LM.1,Shared Voices: U.S. History,Fall,Bev 232,,,
HIS312.1,Government and Civil Liberties,Fall,Bev 118,"Learn about the historical development of American national government and political behavior through a close examination of the three branches of government. You will consider political thought, political parties, interest groups, and other forces that have an impact on the political process in the United States. Additional topics covered include a look at individual rights and liberties as guaranteed by the Bill of Rights and honored by the courts, as well as the presidency. This course is not a general survey course of American history but rather an examination of political topics throughout American history and how they relate to your life today. Students must successfully complete and receive a passing grade on a required research paper. While this course fulfills the graduation requirement in U.S. history, it may also be taken as an elective by those who have already completed U.S. History.",One credit.,"Prerequisite: None. Open to all juniors and select seniors and PGs. Students who take HIS 311, HIS 311LM, or HIS 522 are not eligible for this course."
HIS312.2,Government and Civil Liberties,Spring,,"Learn about the historical development of American national government and political behavior through a close examination of the three branches of government. You will consider political thought, political parties, interest groups, and other forces that have an impact on the political process in the United States. Additional topics covered include a look at individual rights and liberties as guaranteed by the Bill of Rights and honored by the courts, as well as the presidency. This course is not a general survey course of American history but rather an examination of political topics throughout American history and how they relate to your life today. Students must successfully complete and receive a passing grade on a required research paper. While this course fulfills the graduation requirement in U.S. history, it may also be taken as an elective by those who have already completed U.S. History.",One credit.,"Prerequisite: None. Open to all juniors and select seniors and PGs. Students who take HIS 311, HIS 311LM, or HIS 522 are not eligible for this course."
HIS413.1,"Warfare, Humanity, & Society",Spring,,,,
HIS419.1,"In Their Footsteps: Rethinking Women's History, From Amazon Warriors to the Pussycat Dolls",Fall,Bev 232,,,
HIS425.1,Foreign Policy,Fall,Bev 115,"In this course, you will study the challenges facing the United States in the 21st century through four thematic modules. You’ll study post-World War II American leadership to build domestic and international institutions that address the threat of communism, promote economic development, and build international consensus, peace, and security. From there you will explore the evolution of containment policy during the Cold War with the Soviet Union and the complex relationship between foreign policy and American democracy. Next, you’ll investigate American policy in the Middle East and the eventual road to the tragedy of 9/11. You’ll conclude by studying post-9/11 foreign policy and the American attempt to “pivot” to Asia and meet China’s transformational economic growth and its growing influence in Asia and the rest of the developing world. Throughout the course, current events will be considered daily as you explore how foreign policy can meet the new challenges of reconsidering historic alliances, asset allocation, the COVID-19 pandemic, and a global recession.",One credit.,"Prerequisite: Open to juniors, seniors, and PGs who have completed the U.S. History graduation requirement."
HIS474.1,"The Ancient Mediterranean World: Kings, Oligarchs, and the Oppressed",Spring,,"The philosophies and political systems established by the ancient cultures of the Mediterranean world remain both relevant and influential to all aspects of modern society. In this course, you will analyze primary sources such as Herodotus’ “Histories” and the Darius’ Behistun Inscription. You will also explore how the events and ideas of the ancient world echo through the present day. How did the militaristic Spartans and Assyrians influence modern notions of glory and nationalism? How did Cyrus the Great’s treatment of various ethnic groups in Persia help lead to the concept of civil rights? How did the trial of Socrates dictate modern notions of free speech? The Greek word “paideia” refers to the education of Greek youth in the hope of forging the ideal citizen. You will ask yourself what it meant for the ancients and what it means for you as a global citizen who wants to live with humanity and purpose.",One credit.,"Prerequisite: Open to juniors, seniors, and PGs who have completed the U.S. History graduation requirement."
HIS522.1,Advanced Topics in United States History: For The People,Fall,Bev 116,,,
HIS522.2,Advanced Topics in United States History: For The People,Fall,Bev 114,,,
HIS522.3,Advanced Topics in United States History: For The People,Fall,Bev 114,,,
HIS522.4,Advanced Topics in United States History: For The People,Spring,,,,
HIS522.5,Advanced Topics in United States History: For The People,Spring,,,,
HIS525.1,Advanced Studies in World History: Latin America,Spring,,"This course will explore the development of Latin America from the 19th century to contemporary times. You will probe the complex dynamics of land, race, power, and lingering inequality that has impacted competing visions for development, modernization, and democracy. The course will delve into the region’s economic relationship with the global economy, the consequences of climate change, the evolution of the Catholic Church and the rapid growth of evangelical Christians, the mobilization and barriers to democratic reform, growing movements of various marginalized groups, and the impact of U.S. foreign policy on the region. While studying these trends in modern Latin America, you will regularly integrate current events, literature, music, and art to enhance your understanding of the incredible mosaic of history and culture that defines Latin America today. You will investigate primary and secondary sources, think rigorously about Latin America from interdisciplinary and transnational perspectives, and produce an original research paper.
This course explores various regions of the world on a rotating basis. Past regions explored include East Asia (HIS 523) and Africa (HIS 524). Students may take this course multiple times, as long as they study a new region each time.",One credit.,"Prerequisite: Placement based on departmental recommendation. Open to juniors, seniors, and PGs who have completed the U.S. History graduation requirement."
IND590.1,The Rhodes Fellowship Course in Social Entrepreneurship I,Fall,Rhodes Room,"The Rhodes Fellowship Course challenges you to identify unjust equilibriums in your community, helping you feel empowered to develop projects that address these concerns. The course asks you to apply skills from across the curriculum, demonstrating your ability to collaborate, research, and consider problems with a systems approach. With these skills in mind, you can develop funded social entrepreneurship projects that will help you to put NMH’s mission into action.",One credit: half-credit each in fall and spring semesters.,Prerequisite: Application process. Priority is given to juniors. Seniors may take the course if space is available.
IND590.1,The Rhodes Fellowship Course in Social Entrepreneurship I,Spring,Rhodes Room,"The Rhodes Fellowship Course challenges you to identify unjust equilibriums in your community, helping you feel empowered to develop projects that address these concerns. The course asks you to apply skills from across the curriculum, demonstrating your ability to collaborate, research, and consider problems with a systems approach. With these skills in mind, you can develop funded social entrepreneurship projects that will help you to put NMH’s mission into action.",One credit: half-credit each in fall and spring semesters.,Prerequisite: Application process. Priority is given to juniors. Seniors may take the course if space is available.
LAT111.1,Latin I,Spring,Bev 024,"This course introduces you to Latin grammar, syntax, and vocabulary while you study Roman civilization and culture. While Latin 111 is primarily a reading course, with a focus on preparing you to read the great literature of the classical tradition, there is also an introduction to spoken Latin. You will gain a broad overview of the systems of verbs, adjectives, and nouns in Latin. In addition, the course emphasizes the acquisition and refinement of the study skills necessary to master the forms and vocabulary of the language. A combination of classroom instruction and independent projects will help you explore the history and culture of the classical Roman world. This course will prepare you for Latin 211 but can also be viewed as a stand-alone introduction to the formal study of language and to the culture, history, and literature of classical Rome.",One credit.,Prerequisite: None.
LAT211.1,Latin II,Fall,Bev 024,"Latin II continues the study of Latin grammar, syntax, and vocabulary begun in Latin I. You will complete your overview of all of the declensions of nouns and all of the tenses of verbs in active and passive voices. Subordinate clauses and subjunctive mood are introduced. You will extend your reading skills and your knowledge of Roman history and culture through a combination of independent projects and engagement with authentic Latin literature. In addition, you will build your proficiency in Latin composition.",One credit.,Prerequisite: LAT 111 or equivalent. Placement based on screening process.
LAT311.1,Latin III,Fall,Bev 024,"This course completes the study of Latin grammar and syntax and continues the expansion of your reading vocabulary. Subordinate clauses and indirect statements are spotlighted. You will continue your survey of Latin literature, exploring the genres of prose, poetry, oration, and letters by reading unadapted selections from a range of authors, including Catullus, Cicero, Pliny the Elder, Caesar, and Eutropius. While reading proficiency is underscored in the third level of the language, you will also hone your skills in recitation, and you will continue to develop proficiency in Latin composition.",One credit.,Prerequisite: LAT 211 or equivalent. Placement based on screening process.
LAT522.1,Advanced Latin Literature: Politics,Spring,Bev 024,"Placement based on screening process.
This course includes a review of Latin grammar and syntax, and it extends the reading of authentic Latin literature through the study of political speeches, historical texts, and personal letters. Through in-depth engagement with these texts, you will enrich your understanding of Roman life and literature. You will explore how the language of ancient Rome undermined and established political hierarchy and oppressive systems. With some review of supplemental material outside of class, this course would prepare you for the AP Latin exam.",One credit.,Prerequisite: LAT 311 or equivalent.
MAT101.1,Algebra Fundamentals,Fall,Gilder 310,"In Algebra Fundamentals, we employ a repetitive, spaced, spiralled instruction approach, which focuses on student practice to enhance the fundamental mathematics skills essential for subsequent math courses. These skills encompass operations with rational numbers, variable manipulation, radicals and exponents, and overall number sense. The course also covers key functions from Algebra I, such as linear, quadratic, and exponential functions. You will complete this course with an improved mathematical literacy and an understanding of the discipline's geometric foundations
.",One Credit,This course will provide you with prerequisite skills required for enrollment in Algebra 1.
MAT111.1,Algebra I,Fall,Gilder 202,,"In this course, you will study the fundamentals necessary to begin the study of mathematics at the high school level. You will learn from a spiral instructional approach, which focuses on extensive student practice to enhance the fundamental mathematics skills essential for subsequent math courses. Topics include order of operations, simplifying expressions, solving equations, solving inequalities, factoring, functions, and graphing and analyzing both quadratic and linear functions. This course emphasizes collaborative small-group work. You will have opportunities to apply your mastery of the content to creative and useful projects. Students who achieve at a high level and complete supplementary assignments may earn honors credit, awarded at the end of the term.",Prerequisite: Placement based on screening process.
MAT111.2,Algebra I,Fall,Gilder 202,,"In this course, you will study the fundamentals necessary to begin the study of mathematics at the high school level. You will learn from a spiral instructional approach, which focuses on extensive student practice to enhance the fundamental mathematics skills essential for subsequent math courses. Topics include order of operations, simplifying expressions, solving equations, solving inequalities, factoring, functions, and graphing and analyzing both quadratic and linear functions. This course emphasizes collaborative small-group work. You will have opportunities to apply your mastery of the content to creative and useful projects. Students who achieve at a high level and complete supplementary assignments may earn honors credit, awarded at the end of the term.",Prerequisite: Placement based on screening process.
MAT111.3,Algebra I,Spring,Gilder 301,,"In this course, you will study the fundamentals necessary to begin the study of mathematics at the high school level. You will learn from a spiral instructional approach, which focuses on extensive student practice to enhance the fundamental mathematics skills essential for subsequent math courses. Topics include order of operations, simplifying expressions, solving equations, solving inequalities, factoring, functions, and graphing and analyzing both quadratic and linear functions. This course emphasizes collaborative small-group work. You will have opportunities to apply your mastery of the content to creative and useful projects. Students who achieve at a high level and complete supplementary assignments may earn honors credit, awarded at the end of the term.",Prerequisite: Placement based on screening process.
MAT210.1,Geometry with Topics in Algebra I,Spring,Gilder 203,,,
MAT211.1,Geometry,Fall,Gilder 206,"In Geometry, you will explore relationships within geometric figures on a plane and in space, including congruence, similarity, properties of triangles and polygons, parallel and perpendicular lines and planes, circles, areas and volumes, and transformations. You will master methods of deductive proof. Throughout the course, you will also review and apply concepts from Algebra I.",One credit.,Prerequisite: MAT 111 or equivalent. Placement based on screening process.
MAT211.2,Geometry,Spring,Gilder 203,"In Geometry, you will explore relationships within geometric figures on a plane and in space, including congruence, similarity, properties of triangles and polygons, parallel and perpendicular lines and planes, circles, areas and volumes, and transformations. You will master methods of deductive proof. Throughout the course, you will also review and apply concepts from Algebra I.",One credit.,Prerequisite: MAT 111 or equivalent. Placement based on screening process.
MAT211.3,Geometry,Spring,Gilder 203,"In Geometry, you will explore relationships within geometric figures on a plane and in space, including congruence, similarity, properties of triangles and polygons, parallel and perpendicular lines and planes, circles, areas and volumes, and transformations. You will master methods of deductive proof. Throughout the course, you will also review and apply concepts from Algebra I.",One credit.,Prerequisite: MAT 111 or equivalent. Placement based on screening process.
MAT221.1,Honors Geometry,Spring,Gilder 202,"In Honors Geometry, you will explore the core elements of geometry, with added emphasis on language and mathematical structure, along with an increase in the complexity of problems you solve. This course offers greater depth and breadth than standard Geometry; additional topics may include the analytic representation of Euclidean transformations and an introduction to non-Euclidean geometries.",One credit.,Prerequisite: MAT 111 or equivalent. For students with a keen interest and demonstrated success in mathematics. Placement based on screening process.
MAT310.1,Algebra II With Topics in Algebra I,Spring,Gilder 301,"In this course, you will continue your study of core concepts of algebra. This course will allow time for an emphasis on development of the advanced algebra skills taught in Algebra II as well as an emphasis on reviewing concepts from Algebra I.",One credit.,"Prerequisites: MAT 111 and MAT 210, MAT 211, MAT 221, or equivalent. Placement based on screening process."
MAT311.1,Algebra II,Fall,Gilder 309,"In Algebra II, you will build on your understanding of foundational Algebra I concepts. You will learn from a spiral instructional method to deepen understanding of key Algebra I functions, including linear, quadratic, absolute value, exponential, logarithmic, and polynomial functions. New concepts such as rational functions and trigonometry will be introduced. Your understanding of these functions will be enhanced through continued repetition and real-world application. You will explore polynomial functions and trigonometry both geometrically and algebraically, emerging from this course with the skills needed to succeed in precalculus.",One credit.,"Prerequisites: MAT 111 and MAT 210, MAT 211, MAT 221, or equivalent. Placement based on screening process."
MAT311.2,Algebra II,Spring,Gilder 210,"In Algebra II, you will build on your understanding of foundational Algebra I concepts. You will learn from a spiral instructional method to deepen understanding of key Algebra I functions, including linear, quadratic, absolute value, exponential, logarithmic, and polynomial functions. New concepts such as rational functions and trigonometry will be introduced. Your understanding of these functions will be enhanced through continued repetition and real-world application. You will explore polynomial functions and trigonometry both geometrically and algebraically, emerging from this course with the skills needed to succeed in precalculus.",One credit.,"Prerequisites: MAT 111 and MAT 210, MAT 211, MAT 221, or equivalent. Placement based on screening process."
MAT311.3,Algebra II,Spring,Gilder 210,"In Algebra II, you will build on your understanding of foundational Algebra I concepts. You will learn from a spiral instructional method to deepen understanding of key Algebra I functions, including linear, quadratic, absolute value, exponential, logarithmic, and polynomial functions. New concepts such as rational functions and trigonometry will be introduced. Your understanding of these functions will be enhanced through continued repetition and real-world application. You will explore polynomial functions and trigonometry both geometrically and algebraically, emerging from this course with the skills needed to succeed in precalculus.",One credit.,"Prerequisites: MAT 111 and MAT 210, MAT 211, MAT 221, or equivalent. Placement based on screening process."
MAT311.4,Algebra II,Fall,Gilder 309,"In Algebra II, you will build on your understanding of foundational Algebra I concepts. You will learn from a spiral instructional method to deepen understanding of key Algebra I functions, including linear, quadratic, absolute value, exponential, logarithmic, and polynomial functions. New concepts such as rational functions and trigonometry will be introduced. Your understanding of these functions will be enhanced through continued repetition and real-world application. You will explore polynomial functions and trigonometry both geometrically and algebraically, emerging from this course with the skills needed to succeed in precalculus.",One credit.,"Prerequisites: MAT 111 and MAT 210, MAT 211, MAT 221, or equivalent. Placement based on screening process."
MAT311.5,Algebra II,Fall,Gilder 310,"In Algebra II, you will build on your understanding of foundational Algebra I concepts. You will learn from a spiral instructional method to deepen understanding of key Algebra I functions, including linear, quadratic, absolute value, exponential, logarithmic, and polynomial functions. New concepts such as rational functions and trigonometry will be introduced. Your understanding of these functions will be enhanced through continued repetition and real-world application. You will explore polynomial functions and trigonometry both geometrically and algebraically, emerging from this course with the skills needed to succeed in precalculus.",One credit.,"Prerequisites: MAT 111 and MAT 210, MAT 211, MAT 221, or equivalent. Placement based on screening process."
MAT321.1,Honors Algebra II,Fall,Gilder 202,"screening process.
In Honors Algebra II, you will study the core topics of Algebra II, with added emphasis on language and mathematical structure, as well as an increase in the level of difficulty of the problems you solve. This course offers greater depth and breadth than Algebra II; additional topics you may study include sequences and series, conic sections, introductory trigonometry, regressions, and piecewise-defined functions.",One credit.,"Prerequisites: MAT 111 and MAT 211, MAT 221, or equivalent. For students with a keen interest and proven success in mathematics. Placement based on"
MAT321.2,Honors Algebra II,Spring,Gilder 208,"screening process.
In Honors Algebra II, you will study the core topics of Algebra II, with added emphasis on language and mathematical structure, as well as an increase in the level of difficulty of the problems you solve. This course offers greater depth and breadth than Algebra II; additional topics you may study include sequences and series, conic sections, introductory trigonometry, regressions, and piecewise-defined functions.",One credit.,"Prerequisites: MAT 111 and MAT 211, MAT 221, or equivalent. For students with a keen interest and proven success in mathematics. Placement based on"
MAT321.3,Honors Algebra II,Spring,Gilder 309,"screening process.
In Honors Algebra II, you will study the core topics of Algebra II, with added emphasis on language and mathematical structure, as well as an increase in the level of difficulty of the problems you solve. This course offers greater depth and breadth than Algebra II; additional topics you may study include sequences and series, conic sections, introductory trigonometry, regressions, and piecewise-defined functions.",One credit.,"Prerequisites: MAT 111 and MAT 211, MAT 221, or equivalent. For students with a keen interest and proven success in mathematics. Placement based on"
MAT401.1,Algebra Survey,Fall,Gilder 203,"You will undertake a thorough review of Algebra II, graphing, transformations, and probability, with emphasis on problem-solving skills. This course is intended to provide a broad review of your previous mathematical studies as well as to prepare you for success in MAT 402 or in MAT 413.",One credit.,Prerequisite: MAT 311 or equivalent. Placement based on screening process.
MAT402.1,Topics in Trigonometry,Fall,Gilder 203,"In Topics in Trigonometry, you will build on the foundations you developed in Algebra II, Algebra Survey, or an equivalent course, with the goal of preparing for Precalculus. The topics you study will include an ongoing review of algebra content as well as an algebraic and graphical study of the six elementary trigonometric functions. Additional introductory Precalculus content may be included depending on the student population.",One credit.,Prerequisite: MAT 311 or MAT 401 or equivalent. Placement based on screening process.
MAT411.1,Precalculus,Fall,Gilder 208,"In this course, you will undertake a thorough study of trigonometric functions, polynomial and rational functions, and logarithmic and exponential functions.This course will prepare you for Calculus or Advanced Calculus 1.",One credit.,Prerequisite: MAT 311 or equivalent. Placement based on screening process.
MAT411.2,Precalculus,Spring,Gilder 302,"In this course, you will undertake a thorough study of trigonometric functions, polynomial and rational functions, and logarithmic and exponential functions.This course will prepare you for Calculus or Advanced Calculus 1.",One credit.,Prerequisite: MAT 311 or equivalent. Placement based on screening process.
MAT411.3,Precalculus,Fall,Gilder 210,"In this course, you will undertake a thorough study of trigonometric functions, polynomial and rational functions, and logarithmic and exponential functions.This course will prepare you for Calculus or Advanced Calculus 1.",One credit.,Prerequisite: MAT 311 or equivalent. Placement based on screening process.
MAT411.4,Precalculus,Spring,Gilder 302,"In this course, you will undertake a thorough study of trigonometric functions, polynomial and rational functions, and logarithmic and exponential functions.This course will prepare you for Calculus or Advanced Calculus 1.",One credit.,Prerequisite: MAT 311 or equivalent. Placement based on screening process.
MAT411.5,Precalculus,Spring,Gilder 302,"In this course, you will undertake a thorough study of trigonometric functions, polynomial and rational functions, and logarithmic and exponential functions.This course will prepare you for Calculus or Advanced Calculus 1.",One credit.,Prerequisite: MAT 311 or equivalent. Placement based on screening process.
MAT411.6,Precalculus,Spring,Gilder 202,"In this course, you will undertake a thorough study of trigonometric functions, polynomial and rational functions, and logarithmic and exponential functions.This course will prepare you for Calculus or Advanced Calculus 1.",One credit.,Prerequisite: MAT 311 or equivalent. Placement based on screening process.
MAT413.1,Statistics,Spring,Gilder 309,"In Statistics, you will dive into the exploratory analysis of both quantitative and categorical data, learning about methods of data collection and interpreting these data using graphical and numerical techniques. You will gain a valuable foundation in inferential statistics, exploring significance testing, confidence intervals, and data correlation. Applying this statistical lens, you will examine current social justice issues and systemic inequities to better understand and address the complexities of our world.",One credit.,Prerequisite: MAT 311 or equivalent. Placement based on screening process.
MAT413.2,Statistics,Spring,Gilder 309,"In Statistics, you will dive into the exploratory analysis of both quantitative and categorical data, learning about methods of data collection and interpreting these data using graphical and numerical techniques. You will gain a valuable foundation in inferential statistics, exploring significance testing, confidence intervals, and data correlation. Applying this statistical lens, you will examine current social justice issues and systemic inequities to better understand and address the complexities of our world.",One credit.,Prerequisite: MAT 311 or equivalent. Placement based on screening process.
MAT421.1,Honors Precalculus,Fall,Gilder 203,"In Honors Precalculus, you will delve into the foundational topics covered in Precalculus with increased depth and complexity, including a thorough study of trigonometric functions and their applications. You will study additional topics such as vectors, parametric equations, polar coordinates, conic sections, sequences and series, combinatorics, and probability. This course will prepare you for Calculus, Advanced Calculus I, or Advanced Calculus I and II.",One credit.,Prerequisite: MAT 321 or equivalent. For students with a keen interest and proven success in mathematics. Placement based on screening process.
MAT421.2,Honors Precalculus,Fall,Gilder 203,"In Honors Precalculus, you will delve into the foundational topics covered in Precalculus with increased depth and complexity, including a thorough study of trigonometric functions and their applications. You will study additional topics such as vectors, parametric equations, polar coordinates, conic sections, sequences and series, combinatorics, and probability. This course will prepare you for Calculus, Advanced Calculus I, or Advanced Calculus I and II.",One credit.,Prerequisite: MAT 321 or equivalent. For students with a keen interest and proven success in mathematics. Placement based on screening process.
MAT421.3,Honors Precalculus,Spring,Gilder 203,"In Honors Precalculus, you will delve into the foundational topics covered in Precalculus with increased depth and complexity, including a thorough study of trigonometric functions and their applications. You will study additional topics such as vectors, parametric equations, polar coordinates, conic sections, sequences and series, combinatorics, and probability. This course will prepare you for Calculus, Advanced Calculus I, or Advanced Calculus I and II.",One credit.,Prerequisite: MAT 321 or equivalent. For students with a keen interest and proven success in mathematics. Placement based on screening process.
MAT421.4,Honors Precalculus,Spring,Gilder 208,"In Honors Precalculus, you will delve into the foundational topics covered in Precalculus with increased depth and complexity, including a thorough study of trigonometric functions and their applications. You will study additional topics such as vectors, parametric equations, polar coordinates, conic sections, sequences and series, combinatorics, and probability. This course will prepare you for Calculus, Advanced Calculus I, or Advanced Calculus I and II.",One credit.,Prerequisite: MAT 321 or equivalent. For students with a keen interest and proven success in mathematics. Placement based on screening process.
MAT431.1,Calculus,Fall,Gilder 302,"In Calculus, you will build upon your work in Precalculus by studying the differentiation and integration of elementary functions, as well as the concept of limits and continuity. This course emphasizes problem-solving while enhancing your grasp of fundamental algebraic concepts. By the end of the course, you will have developed a solid foundation in introductory differential and integral calculus.",One credit.,"Prerequisite: MAT 411, MAT 421, or equivalent. Placement based on screening process."
MAT431.2,Calculus,Spring,Gilder 310,"In Calculus, you will build upon your work in Precalculus by studying the differentiation and integration of elementary functions, as well as the concept of limits and continuity. This course emphasizes problem-solving while enhancing your grasp of fundamental algebraic concepts. By the end of the course, you will have developed a solid foundation in introductory differential and integral calculus.",One credit.,"Prerequisite: MAT 411, MAT 421, or equivalent. Placement based on screening process."
MAT431.3,Calculus,Spring,Gilder 310,"In Calculus, you will build upon your work in Precalculus by studying the differentiation and integration of elementary functions, as well as the concept of limits and continuity. This course emphasizes problem-solving while enhancing your grasp of fundamental algebraic concepts. By the end of the course, you will have developed a solid foundation in introductory differential and integral calculus.",One credit.,"Prerequisite: MAT 411, MAT 421, or equivalent. Placement based on screening process."
MAT515.1,Advanced Calculus I,Fall,Gilder 208,"In Advanced Calculus I, you will cover standard topics typically found in the first semester of a college-level introductory calculus course. This includes limits, continuity, derivatives and their applications, both definite and indefinite integrals, applications of integration, the Fundamental Theorem of Calculus, and differential equations. You will explore these topics through projects, graphs, and data sets. You should already have a thorough understanding of elementary functions, such as linear, polynomial, rational, exponential, logarithmic, trigonometric, and inverse trigonometric functions. While you will need to prepare for the multiple-choice section independently, successfully completing this course will prepare you well for the AB level of the AP Calculus exam.",One credit.,"Prerequisite: MAT 411, MAT 421, or equivalent. Placement based on screening process."
MAT515.2,Advanced Calculus I,Fall,Gilder 208,"In Advanced Calculus I, you will cover standard topics typically found in the first semester of a college-level introductory calculus course. This includes limits, continuity, derivatives and their applications, both definite and indefinite integrals, applications of integration, the Fundamental Theorem of Calculus, and differential equations. You will explore these topics through projects, graphs, and data sets. You should already have a thorough understanding of elementary functions, such as linear, polynomial, rational, exponential, logarithmic, trigonometric, and inverse trigonometric functions. While you will need to prepare for the multiple-choice section independently, successfully completing this course will prepare you well for the AB level of the AP Calculus exam.",One credit.,"Prerequisite: MAT 411, MAT 421, or equivalent. Placement based on screening process."
MAT515.3,Advanced Calculus I,Spring,Gilder 210,"In Advanced Calculus I, you will cover standard topics typically found in the first semester of a college-level introductory calculus course. This includes limits, continuity, derivatives and their applications, both definite and indefinite integrals, applications of integration, the Fundamental Theorem of Calculus, and differential equations. You will explore these topics through projects, graphs, and data sets. You should already have a thorough understanding of elementary functions, such as linear, polynomial, rational, exponential, logarithmic, trigonometric, and inverse trigonometric functions. While you will need to prepare for the multiple-choice section independently, successfully completing this course will prepare you well for the AB level of the AP Calculus exam.",One credit.,"Prerequisite: MAT 411, MAT 421, or equivalent. Placement based on screening process."
MAT515.4,Advanced Calculus I,Spring,Gilder 210,"In Advanced Calculus I, you will cover standard topics typically found in the first semester of a college-level introductory calculus course. This includes limits, continuity, derivatives and their applications, both definite and indefinite integrals, applications of integration, the Fundamental Theorem of Calculus, and differential equations. You will explore these topics through projects, graphs, and data sets. You should already have a thorough understanding of elementary functions, such as linear, polynomial, rational, exponential, logarithmic, trigonometric, and inverse trigonometric functions. While you will need to prepare for the multiple-choice section independently, successfully completing this course will prepare you well for the AB level of the AP Calculus exam.",One credit.,"Prerequisite: MAT 411, MAT 421, or equivalent. Placement based on screening process."
MAT523.1,Advanced Statistics,Fall,Gilder 301,"In Advanced Statistics, you will dive into the exploratory analysis of quantitative and categorical data, focusing on methods of data collection, including sampling, and the interpretation of these data using graphical and numerical techniques. You will learn to determine correlation through linear regression and apply your knowledge of key probability distributions (binomial, geometric, and normal) and conditional probability in your work with inferential statistics, including significance testing and confidence intervals. Through applying these statistical concepts, you will engage with current social justice issues and systemic inequities, analyzing real-life scenarios and data to uncover and address the complexities of our world. Students preparing for the AP Statistics exam should independently study the multiple-choice section as well as selected topics that may not be covered in this course.",One credit.,"Prerequisite: MAT 321 or equivalent. Open to juniors, seniors, and PGs. Placement based on screening process. Students who take MAT 413 are not eligible for this course."
MAT523.2,Advanced Statistics,Fall,Gilder 301,"In Advanced Statistics, you will dive into the exploratory analysis of quantitative and categorical data, focusing on methods of data collection, including sampling, and the interpretation of these data using graphical and numerical techniques. You will learn to determine correlation through linear regression and apply your knowledge of key probability distributions (binomial, geometric, and normal) and conditional probability in your work with inferential statistics, including significance testing and confidence intervals. Through applying these statistical concepts, you will engage with current social justice issues and systemic inequities, analyzing real-life scenarios and data to uncover and address the complexities of our world. Students preparing for the AP Statistics exam should independently study the multiple-choice section as well as selected topics that may not be covered in this course.",One credit.,"Prerequisite: MAT 321 or equivalent. Open to juniors, seniors, and PGs. Placement based on screening process. Students who take MAT 413 are not eligible for this course."
MAT523.3,Advanced Statistics,Spring,Gilder 309,"In Advanced Statistics, you will dive into the exploratory analysis of quantitative and categorical data, focusing on methods of data collection, including sampling, and the interpretation of these data using graphical and numerical techniques. You will learn to determine correlation through linear regression and apply your knowledge of key probability distributions (binomial, geometric, and normal) and conditional probability in your work with inferential statistics, including significance testing and confidence intervals. Through applying these statistical concepts, you will engage with current social justice issues and systemic inequities, analyzing real-life scenarios and data to uncover and address the complexities of our world. Students preparing for the AP Statistics exam should independently study the multiple-choice section as well as selected topics that may not be covered in this course.",One credit.,"Prerequisite: MAT 321 or equivalent. Open to juniors, seniors, and PGs. Placement based on screening process. Students who take MAT 413 are not eligible for this course."
MAT525.1,Advanced Calculus I and II,Fall,Gilder 210,"In Advanced Calculus I and II, you will cover the essential topics across the first two semesters of college-level introductory calculus. The course will take you through a rigorous exploration of calculus concepts, including the study of theorems, their proofs, and a wide array of applications. Your study will include limits, continuity, and the fundamentals of derivatives and their applications, as well as the principles of antidifferentiation and integration. You will tackle practical problems such as optimization and related rate issues and engage in curve sketching.
The curriculum also focuses on the analytical and numerical solutions of simple differential equations, incorporating both traditional methods and tools like slope fields and Euler’s method. A significant emphasis is placed on sequences and series, teaching various tests for convergence and the representation of functions through Taylor and Maclaurin series. Additionally, you will apply calculus concepts to parametric and polar functions. By completing Advanced Calculus I and II, you will be thoroughly prepared to take the BC level of the AP Calculus exam, with no need for additional preparation.",One credit.,Prerequisite: MAT 421 or equivalent. Placement based on screening process.
MAT525.2,Advanced Calculus I and II,Spring,Gilder 310,"In Advanced Calculus I and II, you will cover the essential topics across the first two semesters of college-level introductory calculus. The course will take you through a rigorous exploration of calculus concepts, including the study of theorems, their proofs, and a wide array of applications. Your study will include limits, continuity, and the fundamentals of derivatives and their applications, as well as the principles of antidifferentiation and integration. You will tackle practical problems such as optimization and related rate issues and engage in curve sketching.
The curriculum also focuses on the analytical and numerical solutions of simple differential equations, incorporating both traditional methods and tools like slope fields and Euler’s method. A significant emphasis is placed on sequences and series, teaching various tests for convergence and the representation of functions through Taylor and Maclaurin series. Additionally, you will apply calculus concepts to parametric and polar functions. By completing Advanced Calculus I and II, you will be thoroughly prepared to take the BC level of the AP Calculus exam, with no need for additional preparation.",One credit.,Prerequisite: MAT 421 or equivalent. Placement based on screening process.
